GameDate,location,team,city,state,OffenseTeam,year,month,day,snow,rain
30/11/14,Houston Texans,Houston Texans,Houston,TX,HOU,2014,11,30,0,0
30/11/14,Buffalo Bills,Buffalo Bills,Orchard_Park,NY,BUF,2014,11,30,0,1
30/11/14,Indianapolis Colts,Indianapolis Colts,Indianapolis,IN,IND,2014,11,30,0,1
30/11/14,Atlanta Falcons,Atlanta Falcons,Atlanta,GA,ATL,2014,11,30,0,0
30/11/14,St. Louis Rams,St. Louis Rams,St_Louis,MO,STL,2014,11,30,0,1
30/11/14,Baltimore Ravens,Baltimore Ravens,Baltimore,MD,BAL,2014,11,30,0,0
30/11/14,Minnesota Vikings,Minnesota Vikings,Minneapolis,MN,MIN,2014,11,30,0,0
30/11/14,Green Bay Packers,Green Bay Packers,Green_Bay,WI,GB,2014,11,30,0,0
30/11/14,Kansas City Chiefs,Kansas City Chiefs,Kansas_City,MO,KC,2014,11,30,0,0
14/12/14,Cleveland Browns,Cleveland Browns,Cleveland,OH,CLE,2014,12,14,0,0
14/12/14,Seattle Seahawks,Seattle Seahawks,Seattle,WA,SEA,2014,12,14,0,0
14/12/14,New York Giants,New York Giants,East_Rutherford,NJ,NYG,2014,12,14,0,0
14/12/14,Philadelphia Eagles,Philadelphia Eagles,Philadelphia,PA,PHI,2014,12,14,0,0
14/12/14,Tennessee Titans,Tennessee Titans,Nashville,TN,TEN,2014,12,14,0,0
14/12/14,San Diego Chargers,San Diego Chargers,San_Diego,CA,SD,2014,12,14,0,0
14/12/14,Kansas City Chiefs,Kansas City Chiefs,Kansas_City,MO,KC,2014,12,14,0,1
14/12/14,Carolina Panthers,Carolina Panthers,Charlotte,NC,CAR,2014,12,14,0,0
14/12/14,New England Patriots,New England Patriots,Foxboro,MA,NE,2014,12,14,0,0
14/12/14,Buffalo Bills,Buffalo Bills,Orchard_Park,NY,BUF,2014,12,14,0,1
14/12/14,Baltimore Ravens,Baltimore Ravens,Baltimore,MD,BAL,2014,12,14,0,0
14/12/14,Indianapolis Colts,Indianapolis Colts,Indianapolis,IN,IND,2014,12,14,0,1
14/12/14,Atlanta Falcons,Atlanta Falcons,Atlanta,GA,ATL,2014,12,14,0,0
14/12/14,Detroit Lions,Detroit Lions,Detroit,MI,DET,2014,12,14,0,0
15/12/14,Chicago Bears,Chicago Bears,Chicago,IL,CHI,2014,12,15,0,1
18/12/14,Jacksonville Jaguars,Jacksonville Jaguars,Jacksonville,FL,JAC,2014,12,18,0,0
20/12/14,Washington Redskins,Washington Redskins,Landover,MD,WAS,2014,12,20,0,0
20/12/14,San Francisco 49ers,San Francisco 49ers,Santa_Clara,CA,SF,2014,12,20,0,1
21/12/14,Carolina Panthers,Carolina Panthers,Charlotte,NC,CAR,2014,12,21,0,0
21/12/14,Oakland Raiders,Oakland Raiders,Oakland,CA,OAK,2014,12,21,0,1
21/12/14,Dallas Cowboys,Dallas Cowboys,Arlington,TX,DAL,2014,12,21,0,0
21/12/14,Pittsburgh Steelers,Pittsburgh Steelers,Pittsburgh,PA,PIT,2014,12,21,0,0
21/12/14,Houston Texans,Houston Texans,Houston,TX,HOU,2014,12,21,0,0
21/12/14,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa,FL,TB,2014,12,21,0,1
21/12/14,Arizona Cardinals,Arizona Cardinals,Glendale,AZ,ARI,2014,12,21,0,0
21/12/14,Miami Dolphins,Miami Dolphins,Miami,FL,MIA,2014,12,21,0,0
21/12/14,New Orleans Saints,New Orleans Saints,New_Orleans,LA,NO,2014,12,21,0,0
21/12/14,New York Jets,New York Jets,East_Rutherford,NJ,NYJ,2014,12,21,1,0
21/12/14,St. Louis Rams,St. Louis Rams,St_Louis,MO,STL,2014,12,21,0,0
21/12/14,Chicago Bears,Chicago Bears,Chicago,IL,CHI,2014,12,21,0,0
22/12/14,Cincinnati Bengals,Cincinnati Bengals,Cincinnati,OH,CIN,2014,12,22,0,1
28/12/14,San Francisco 49ers,San Francisco 49ers,Santa_Clara,CA,SF,2014,12,28,0,0
28/12/14,Tennessee Titans,Tennessee Titans,Nashville,TN,TEN,2014,12,28,0,1
28/12/14,Atlanta Falcons,Atlanta Falcons,Atlanta,GA,ATL,2014,12,28,0,1
28/12/14,Seattle Seahawks,Seattle Seahawks,Seattle,WA,SEA,2014,12,28,0,1
28/12/14,Washington Redskins,Washington Redskins,Landover,MD,WAS,2014,12,28,0,0
28/12/14,Green Bay Packers,Green Bay Packers,Green_Bay,WI,GB,2014,12,28,0,0
28/12/14,Denver Broncos,Denver Broncos,Denver,CO,DEN,2014,12,28,0,0
28/12/14,New England Patriots,New England Patriots,Foxboro,MA,NE,2014,12,28,0,0
28/12/14,Houston Texans,Houston Texans,Houston,TX,HOU,2014,12,28,0,1
28/12/14,New York Giants,New York Giants,East_Rutherford,NJ,NYG,2014,12,28,0,1
28/12/14,Kansas City Chiefs,Kansas City Chiefs,Kansas_City,MO,KC,2014,12,28,0,0
28/12/14,Miami Dolphins,Miami Dolphins,Miami,FL,MIA,2014,12,28,0,0
28/12/14,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa,FL,TB,2014,12,28,0,0
28/12/14,Pittsburgh Steelers,Pittsburgh Steelers,Pittsburgh,PA,PIT,2014,12,28,0,1
28/12/14,Minnesota Vikings,Minnesota Vikings,Minneapolis,MN,MIN,2014,12,28,0,0
28/12/14,Baltimore Ravens,Baltimore Ravens,Baltimore,MD,BAL,2014,12,28,0,1
13/9/15,San Diego Chargers,San Diego Chargers,San_Diego,CA,SD,2015,9,13,0,0
13/9/15,Buffalo Bills,Buffalo Bills,Orchard_Park,NY,BUF,2015,9,13,0,1
13/9/15,New York Jets,New York Jets,East_Rutherford,NJ,NYJ,2015,9,13,0,1
13/9/15,Oakland Raiders,Oakland Raiders,Oakland,CA,OAK,2015,9,13,0,1
13/9/15,Arizona Cardinals,Arizona Cardinals,Glendale,AZ,ARI,2015,9,13,0,0
13/9/15,Jacksonville Jaguars,Jacksonville Jaguars,Jacksonville,FL,JAC,2015,9,13,0,0
13/9/15,Denver Broncos,Denver Broncos,Denver,CO,DEN,2015,9,13,0,0
13/9/15,Dallas Cowboys,Dallas Cowboys,Arlington,TX,DAL,2015,9,13,0,0
13/9/15,St. Louis Rams,St. Louis Rams,St_Louis,MO,STL,2015,9,13,0,0
13/9/15,Houston Texans,Houston Texans,Houston,TX,HOU,2015,9,13,0,0
13/9/15,Chicago Bears,Chicago Bears,Chicago,IL,CHI,2015,9,13,0,0
13/9/15,Washington Redskins,Washington Redskins,Landover,MD,WAS,2015,9,13,0,0
13/9/15,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa,FL,TB,2015,9,13,0,1
14/9/15,San Francisco 49ers,San Francisco 49ers,Santa_Clara,CA,SF,2015,9,14,0,0
14/9/15,Atlanta Falcons,Atlanta Falcons,Atlanta,GA,ATL,2015,9,14,0,0
17/9/15,Kansas City Chiefs,Kansas City Chiefs,Kansas_City,MO,KC,2015,9,17,0,0
20/9/15,New York Giants,New York Giants,East_Rutherford,NJ,NYG,2015,9,20,0,0
20/9/15,Buffalo Bills,Buffalo Bills,Orchard_Park,NY,BUF,2015,9,20,0,0
20/9/15,New Orleans Saints,New Orleans Saints,New_Orleans,LA,NO,2015,9,20,0,0
20/9/15,Washington Redskins,Washington Redskins,Landover,MD,WAS,2015,9,20,0,0
20/9/15,Carolina Panthers,Carolina Panthers,Charlotte,NC,CAR,2015,9,20,0,0
20/9/15,Minnesota Vikings,Minnesota Vikings,Minneapolis,MN,MIN,2015,9,20,0,1
20/9/15,Cincinnati Bengals,Cincinnati Bengals,Cincinnati,OH,CIN,2015,9,20,0,0
20/9/15,Cleveland Browns,Cleveland Browns,Cleveland,OH,CLE,2015,9,20,0,0
20/9/15,Oakland Raiders,Oakland Raiders,Oakland,CA,OAK,2015,9,20,0,0
20/9/15,Green Bay Packers,Green Bay Packers,Green_Bay,WI,GB,2015,9,20,0,0
20/9/15,Chicago Bears,Chicago Bears,Chicago,IL,CHI,2015,9,20,0,0
20/9/15,Pittsburgh Steelers,Pittsburgh Steelers,Pittsburgh,PA,PIT,2015,9,20,0,0
20/9/15,Philadelphia Eagles,Philadelphia Eagles,Philadelphia,PA,PHI,2015,9,20,0,0
20/9/15,Jacksonville Jaguars,Jacksonville Jaguars,Jacksonville,FL,JAC,2015,9,20,0,0
21/9/15,Indianapolis Colts,Indianapolis Colts,Indianapolis,IN,IND,2015,9,21,0,0
24/9/15,New York Giants,New York Giants,East_Rutherford,NJ,NYG,2015,9,24,0,0
27/9/15,Houston Texans,Houston Texans,Houston,TX,HOU,2015,9,27,0,1
27/9/15,St. Louis Rams,St. Louis Rams,St_Louis,MO,STL,2015,9,27,0,1
27/9/15,Carolina Panthers,Carolina Panthers,Charlotte,NC,CAR,2015,9,27,0,1
27/9/15,Miami Dolphins,Miami Dolphins,Miami,FL,MIA,2015,9,27,0,0
27/9/15,New York Jets,New York Jets,East_Rutherford,NJ,NYJ,2015,9,27,0,0
27/9/15,Arizona Cardinals,Arizona Cardinals,Glendale,AZ,ARI,2015,9,27,0,0
27/9/15,Dallas Cowboys,Dallas Cowboys,Arlington,TX,DAL,2015,9,27,0,0
27/9/15,New England Patriots,New England Patriots,Foxboro,MA,NE,2015,9,27,0,0
27/9/15,Minnesota Vikings,Minnesota Vikings,Minneapolis,MN,MIN,2015,9,27,0,0
27/9/15,Cleveland Browns,Cleveland Browns,Cleveland,OH,CLE,2015,9,27,0,1
27/9/15,Seattle Seahawks,Seattle Seahawks,Seattle,WA,SEA,2015,9,27,0,0
27/9/15,Tennessee Titans,Tennessee Titans,Nashville,TN,TEN,2015,9,27,0,0
27/9/15,Baltimore Ravens,Baltimore Ravens,Baltimore,MD,BAL,2015,9,27,0,1
27/9/15,Detroit Lions,Detroit Lions,Detroit,MI,DET,2015,9,27,0,0
28/9/15,Green Bay Packers,Green Bay Packers,Green_Bay,WI,GB,2015,9,28,0,1
15/10/15,New Orleans Saints,New Orleans Saints,New_Orleans,LA,NO,2015,10,15,0,0
18/10/15,Tennessee Titans,Tennessee Titans,Nashville,TN,TEN,2015,10,18,0,0
18/10/15,New York Jets,New York Jets,East_Rutherford,NJ,NYJ,2015,10,18,0,0
18/10/15,Seattle Seahawks,Seattle Seahawks,Seattle,WA,SEA,2015,10,18,0,1
18/10/15,Cleveland Browns,Cleveland Browns,Cleveland,OH,CLE,2015,10,18,0,1
18/10/15,Buffalo Bills,Buffalo Bills,Orchard_Park,NY,BUF,2015,10,18,0,1
18/10/15,Jacksonville Jaguars,Jacksonville Jaguars,Jacksonville,FL,JAC,2015,10,18,0,0
18/10/15,San Francisco 49ers,San Francisco 49ers,Santa_Clara,CA,SF,2015,10,18,0,0
18/10/15,Minnesota Vikings,Minnesota Vikings,Minneapolis,MN,MIN,2015,10,18,0,0
18/10/15,Indianapolis Colts,Indianapolis Colts,Indianapolis,IN,IND,2015,10,18,0,0
18/10/15,Green Bay Packers,Green Bay Packers,Green_Bay,WI,GB,2015,10,18,0,0
18/10/15,Detroit Lions,Detroit Lions,Detroit,MI,DET,2015,10,18,0,0
18/10/15,Pittsburgh Steelers,Pittsburgh Steelers,Pittsburgh,PA,PIT,2015,10,18,0,0
19/10/15,Philadelphia Eagles,Philadelphia Eagles,Philadelphia,PA,PHI,2015,10,19,0,0
22/10/15,San Francisco 49ers,San Francisco 49ers,Santa_Clara,CA,SF,2015,10,22,0,0
25/10/15,New York Giants,New York Giants,East_Rutherford,NJ,NYG,2015,10,25,0,1
25/10/15,San Diego Chargers,San Diego Chargers,San_Diego,CA,SD,2015,10,25,0,0
25/10/15,Washington Redskins,Washington Redskins,Landover,MD,WAS,2015,10,25,0,0
25/10/15,New England Patriots,New England Patriots,Foxboro,MA,NE,2015,10,25,0,1
25/10/15,Carolina Panthers,Carolina Panthers,Charlotte,NC,CAR,2015,10,25,0,0
25/10/15,St. Louis Rams,St. Louis Rams,St_Louis,MO,STL,2015,10,25,0,0
25/10/15,Indianapolis Colts,Indianapolis Colts,Indianapolis,IN,IND,2015,10,25,0,0
25/10/15,Tennessee Titans,Tennessee Titans,Nashville,TN,TEN,2015,10,25,0,1
25/10/15,Jacksonville Jaguars,Jacksonville Jaguars,Jacksonville,FL,JAC,2015,10,25,0,0
25/10/15,Kansas City Chiefs,Kansas City Chiefs,Kansas_City,MO,KC,2015,10,25,0,0
25/10/15,Detroit Lions,Detroit Lions,Detroit,MI,DET,2015,10,25,0,0
25/10/15,Miami Dolphins,Miami Dolphins,Miami,FL,MIA,2015,10,25,0,0
26/10/15,Arizona Cardinals,Arizona Cardinals,Glendale,AZ,ARI,2015,10,26,0,0
29/10/15,New England Patriots,New England Patriots,Foxboro,MA,NE,2015,10,29,0,1
15/11/15,St. Louis Rams,St. Louis Rams,St_Louis,MO,STL,2015,11,15,0,0
15/11/15,Baltimore Ravens,Baltimore Ravens,Baltimore,MD,BAL,2015,11,15,0,0
15/11/15,Seattle Seahawks,Seattle Seahawks,Seattle,WA,SEA,2015,11,15,0,1
15/11/15,New York Giants,New York Giants,East_Rutherford,NJ,NYG,2015,11,15,0,0
15/11/15,Tennessee Titans,Tennessee Titans,Nashville,TN,TEN,2015,11,15,0,0
15/11/15,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa,FL,TB,2015,11,15,0,0
15/11/15,Oakland Raiders,Oakland Raiders,Oakland,CA,OAK,2015,11,15,0,1
15/11/15,Denver Broncos,Denver Broncos,Denver,CO,DEN,2015,11,15,0,0
15/11/15,Philadelphia Eagles,Philadelphia Eagles,Philadelphia,PA,PHI,2015,11,15,0,0
15/11/15,Green Bay Packers,Green Bay Packers,Green_Bay,WI,GB,2015,11,15,0,0
15/11/15,Washington Redskins,Washington Redskins,Landover,MD,WAS,2015,11,15,0,0
15/11/15,Pittsburgh Steelers,Pittsburgh Steelers,Pittsburgh,PA,PIT,2015,11,15,0,0
16/11/15,Cincinnati Bengals,Cincinnati Bengals,Cincinnati,OH,CIN,2015,11,16,0,1
19/11/15,Jacksonville Jaguars,Jacksonville Jaguars,Jacksonville,FL,JAC,2015,11,19,0,1
22/11/15,Atlanta Falcons,Atlanta Falcons,Atlanta,GA,ATL,2015,11,22,0,0
22/11/15,Philadelphia Eagles,Philadelphia Eagles,Philadelphia,PA,PHI,2015,11,22,0,0
22/11/15,Chicago Bears,Chicago Bears,Chicago,IL,CHI,2015,11,22,0,0
22/11/15,Seattle Seahawks,Seattle Seahawks,Seattle,WA,SEA,2015,11,22,0,0
22/11/15,Arizona Cardinals,Arizona Cardinals,Glendale,AZ,ARI,2015,11,22,0,0
22/11/15,Detroit Lions,Detroit Lions,Detroit,MI,DET,2015,11,22,0,0
22/11/15,Carolina Panthers,Carolina Panthers,Charlotte,NC,CAR,2015,11,22,0,0
22/11/15,Baltimore Ravens,Baltimore Ravens,Baltimore,MD,BAL,2015,11,22,0,0
22/11/15,Houston Texans,Houston Texans,Houston,TX,HOU,2015,11,22,0,0
22/11/15,Miami Dolphins,Miami Dolphins,Miami,FL,MIA,2015,11,22,0,1
22/11/15,San Diego Chargers,San Diego Chargers,San_Diego,CA,SD,2015,11,22,0,0
22/11/15,Minnesota Vikings,Minnesota Vikings,Minneapolis,MN,MIN,2015,11,22,0,0
23/11/15,New England Patriots,New England Patriots,Foxboro,MA,NE,2015,11,23,0,0
26/11/15,Dallas Cowboys,Dallas Cowboys,Arlington,TX,DAL,2015,11,26,0,1
26/11/15,Green Bay Packers,Green Bay Packers,Green_Bay,WI,GB,2015,11,26,0,1
26/11/15,Detroit Lions,Detroit Lions,Detroit,MI,DET,2015,11,26,0,1
29/11/15,New York Jets,New York Jets,East_Rutherford,NJ,NYJ,2015,11,29,0,0
29/11/15,Atlanta Falcons,Atlanta Falcons,Atlanta,GA,ATL,2015,11,29,0,0
29/11/15,Kansas City Chiefs,Kansas City Chiefs,Kansas_City,MO,KC,2015,11,29,0,1
29/11/15,Jacksonville Jaguars,Jacksonville Jaguars,Jacksonville,FL,JAC,2015,11,29,0,0
29/11/15,Tennessee Titans,Tennessee Titans,Nashville,TN,TEN,2015,11,29,0,1
29/11/15,Denver Broncos,Denver Broncos,Denver,CO,DEN,2015,11,29,1,0
29/11/15,Houston Texans,Houston Texans,Houston,TX,HOU,2015,11,29,0,1
29/11/15,Washington Redskins,Washington Redskins,Landover,MD,WAS,2015,11,29,0,0
29/11/15,Cincinnati Bengals,Cincinnati Bengals,Cincinnati,OH,CIN,2015,11,29,0,1
29/11/15,Seattle Seahawks,Seattle Seahawks,Seattle,WA,SEA,2015,11,29,0,0
29/11/15,Indianapolis Colts,Indianapolis Colts,Indianapolis,IN,IND,2015,11,29,0,1
29/11/15,San Francisco 49ers,San Francisco 49ers,Santa_Clara,CA,SF,2015,11,29,0,0
30/11/15,Cleveland Browns,Cleveland Browns,Cleveland,OH,CLE,2015,11,30,0,0
13/12/15,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa,FL,TB,2015,12,13,0,1
13/12/15,Philadelphia Eagles,Philadelphia Eagles,Philadelphia,PA,PHI,2015,12,13,0,0
13/12/15,Kansas City Chiefs,Kansas City Chiefs,Kansas_City,MO,KC,2015,12,13,0,1
13/12/15,New York Jets,New York Jets,East_Rutherford,NJ,NYJ,2015,12,13,0,0
13/12/15,Baltimore Ravens,Baltimore Ravens,Baltimore,MD,BAL,2015,12,13,0,0
13/12/15,Jacksonville Jaguars,Jacksonville Jaguars,Jacksonville,FL,JAC,2015,12,13,0,1
13/12/15,Green Bay Packers,Green Bay Packers,Green_Bay,WI,GB,2015,12,13,0,1
13/12/15,Cincinnati Bengals,Cincinnati Bengals,Cincinnati,OH,CIN,2015,12,13,0,0
13/12/15,Carolina Panthers,Carolina Panthers,Charlotte,NC,CAR,2015,12,13,0,0
13/12/15,Cleveland Browns,Cleveland Browns,Cleveland,OH,CLE,2015,12,13,0,0
13/12/15,Denver Broncos,Denver Broncos,Denver,CO,DEN,2015,12,13,0,0
13/12/15,Houston Texans,Houston Texans,Houston,TX,HOU,2015,12,13,0,1
13/12/15,Chicago Bears,Chicago Bears,Chicago,IL,CHI,2015,12,13,0,1
13/12/15,St. Louis Rams,St. Louis Rams,St_Louis,MO,STL,2015,12,13,0,1
14/12/15,Miami Dolphins,Miami Dolphins,Miami,FL,MIA,2015,12,14,0,0
17/12/15,St. Louis Rams,St. Louis Rams,St_Louis,MO,STL,2015,12,17,0,0
19/12/15,Dallas Cowboys,Dallas Cowboys,Arlington,TX,DAL,2015,12,19,0,0
20/12/15,Seattle Seahawks,Seattle Seahawks,Seattle,WA,SEA,2015,12,20,0,1
20/12/15,San Diego Chargers,San Diego Chargers,San_Diego,CA,SD,2015,12,20,0,0
20/12/15,Washington Redskins,Washington Redskins,Landover,MD,WAS,2015,12,20,0,0
20/12/15,Minnesota Vikings,Minnesota Vikings,Minneapolis,MN,MIN,2015,12,20,0,0
20/12/15,Jacksonville Jaguars,Jacksonville Jaguars,Jacksonville,FL,JAC,2015,12,20,0,0
20/12/15,Baltimore Ravens,Baltimore Ravens,Baltimore,MD,BAL,2015,12,20,0,0
20/12/15,Philadelphia Eagles,Philadelphia Eagles,Philadelphia,PA,PHI,2015,12,20,0,0
20/12/15,Oakland Raiders,Oakland Raiders,Oakland,CA,OAK,2015,12,20,0,1
20/12/15,San Francisco 49ers,San Francisco 49ers,Santa_Clara,CA,SF,2015,12,20,0,1
20/12/15,New England Patriots,New England Patriots,Foxboro,MA,NE,2015,12,20,0,0
20/12/15,Indianapolis Colts,Indianapolis Colts,Indianapolis,IN,IND,2015,12,20,0,0
20/12/15,Pittsburgh Steelers,Pittsburgh Steelers,Pittsburgh,PA,PIT,2015,12,20,0,0
20/12/15,New York Giants,New York Giants,East_Rutherford,NJ,NYG,2015,12,20,0,0
21/12/15,New Orleans Saints,New Orleans Saints,New_Orleans,LA,NO,2015,12,21,0,1
24/12/15,Oakland Raiders,Oakland Raiders,Oakland,CA,OAK,2015,12,24,0,1
26/12/15,Philadelphia Eagles,Philadelphia Eagles,Philadelphia,PA,PHI,2015,12,26,0,1
27/12/15,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa,FL,TB,2015,12,27,0,0
27/12/15,New York Jets,New York Jets,East_Rutherford,NJ,NYJ,2015,12,27,0,1
27/12/15,Miami Dolphins,Miami Dolphins,Miami,FL,MIA,2015,12,27,0,0
27/12/15,Minnesota Vikings,Minnesota Vikings,Minneapolis,MN,MIN,2015,12,27,0,0
27/12/15,Atlanta Falcons,Atlanta Falcons,Atlanta,GA,ATL,2015,12,27,0,0
27/12/15,Buffalo Bills,Buffalo Bills,Orchard_Park,NY,BUF,2015,12,27,1,1
27/12/15,Baltimore Ravens,Baltimore Ravens,Baltimore,MD,BAL,2015,12,27,0,1
27/12/15,Detroit Lions,Detroit Lions,Detroit,MI,DET,2015,12,27,0,1
27/12/15,Seattle Seahawks,Seattle Seahawks,Seattle,WA,SEA,2015,12,27,0,1
27/12/15,Kansas City Chiefs,Kansas City Chiefs,Kansas_City,MO,KC,2015,12,27,0,1
27/12/15,New Orleans Saints,New Orleans Saints,New_Orleans,LA,NO,2015,12,27,0,0
27/12/15,Tennessee Titans,Tennessee Titans,Nashville,TN,TEN,2015,12,27,0,1
27/12/15,Arizona Cardinals,Arizona Cardinals,Glendale,AZ,ARI,2015,12,27,0,0
28/12/15,Denver Broncos,Denver Broncos,Denver,CO,DEN,2015,12,28,0,0
16/1/16,Arizona Cardinals,Arizona Cardinals,Glendale,AZ,ARI,2016,1,16,0,0
16/1/16,New England Patriots,New England Patriots,Foxboro,MA,NE,2016,1,16,1,1
17/1/16,Denver Broncos,Denver Broncos,Denver,CO,DEN,2016,1,17,0,0
17/1/16,Carolina Panthers,Carolina Panthers,Charlotte,NC,CAR,2016,1,17,1,1
24/1/16,Carolina Panthers,Carolina Panthers,Charlotte,NC,CAR,2016,1,24,0,0
24/1/16,Denver Broncos,Denver Broncos,Denver,CO,DEN,2016,1,24,0,0
