GameDate,location,team,city,state,OffenseTeam,year,month,day,rain,snow
2016-01-03,Buffalo Bills,Buffalo Bills,Orchard_Park,NY,BUF,2016,01,03,0,1
2016-01-03,Green Bay Packers,Green Bay Packers,Green_Bay,WI,GB,2016,01,03,0,1
2016-01-03,Indianapolis Colts,Indianapolis Colts,Indianapolis,IN,IND,2016,01,03,0,0
2016-01-03,Cincinnati Bengals,Cincinnati Bengals,Cincinnati,OH,CIN,2016,01,03,0,0
2016-01-03,Kansas City Chiefs,Kansas City Chiefs,Kansas_City,MO,KC,2016,01,03,0,0
2016-01-03,Arizona Cardinals,Arizona Cardinals,Glendale,AZ,ARI,2016,01,03,0,0
2016-01-09,Cincinnati Bengals,Cincinnati Bengals,Cincinnati,OH,CIN,2016,01,09,1,0
2016-01-09,Houston Texans,Houston Texans,Houston,TX,HOU,2016,01,09,0,0
2016-01-10,Minnesota Vikings,Minnesota Vikings,Minneapolis,MN,MIN,2016,01,10,0,0
2016-01-10,Washington Redskins,Washington Redskins,Landover,MD,WAS,2016,01,10,0,0
2016-02-07,Superbowl 2016,Denver Broncos,Santa_Clara,CA,SB16,2016,02,07,0,0
